loan_id,origination_month,channel,product,region,credit_score,risk_band,principal_ugx,term_months,apr,months_on_book,days_past_due,delinquency_bucket,loan_status,months_to_default,principal_repaid_ugx,outstanding_ugx,contact_strategy
LN-501630,2024-04,Digital app,Salary advance,Western,708,Prime,3615000.0,12,0.2175,12,38,30-59,Closed,,3615000.0,0.0,Field visit
LN-501631,2024-04,Agent network,Asset finance,Eastern,531,Subprime,1192000.0,9,0.3625,9,0,Current,Closed,,1192000.0,0.0,SMS only
LN-501632,2024-04,Digital app,Asset finance,Central,746,Prime,2485000.0,12,0.2331,12,0,Current,Closed,,2485000.0,0.0,SMS only
LN-501633,2024-04,Branch,Consumer durable,Eastern,659,Near-prime,1776000.0,18,0.2913,18,0,Current,Closed,,1776000.0,0.0,Field visit
LN-501634,2024-04,Branch,Salary advance,Central,688,Near-prime,418000.0,18,0.3274,18,0,Current,Closed,,418000.0,0.0,SMS only
LN-501635,2024-04,Agent network,SME working capital,Central,599,Subprime,452000.0,6,0.3866,6,190,90+,Default,6.0,88500.0,363500.0,Call + SMS
LN-501636,2024-04,Digital app,Consumer durable,Western,592,Subprime,874000.0,18,0.3638,18,0,Current,Closed,,874000.0,0.0,Call + SMS
LN-501637,2024-04,Digital app,Consumer durable,Western,714,Prime,4365000.0,24,0.2317,24,0,Current,Closed,,4365000.0,0.0,Call + SMS
LN-501638,2024-04,Digital app,Salary advance,Western,572,Subprime,1943000.0,9,0.3568,9,0,Current,Closed,,1943000.0,0.0,Field visit
LN-501639,2024-04,Agent network,Asset finance,Northern,595,Subprime,3815000.0,9,0.3623,9,0,Current,Closed,,3815000.0,0.0,Call + SMS
LN-501640,2024-04,Digital app,Salary advance,Eastern,562,Subprime,1985000.0,9,0.3888,9,0,Current,Closed,,1985000.0,0.0,SMS only
LN-501641,2024-04,Agent network,Salary advance,Central,683,Near-prime,8205000.0,24,0.3124,24,65,60-89,Delinquent,1.0,2634300.0,5570700.0,Field visit
LN-501642,2024-04,Branch,Salary advance,Central,729,Prime,2015000.0,12,0.2256,12,95,90+,Default,5.0,155900.0,1859100.0,None
LN-501643,2024-04,Digital app,Consumer durable,Northern,684,Near-prime,2357000.0,12,0.325,12,12,1-29,Closed,,2357000.0,0.0,SMS only
LN-501644,2024-04,Branch,Salary advance,Western,624,Near-prime,1631000.0,12,0.3087,12,12,1-29,Closed,,1631000.0,0.0,SMS only
LN-501645,2024-04,Digital app,Salary advance,Eastern,579,Subprime,1011000.0,12,0.3551,12,0,Current,Closed,,1011000.0,0.0,Field visit
LN-501646,2024-04,Agent network,Asset finance,Central,652,Near-prime,3220000.0,9,0.3087,9,0,Current,Closed,,3220000.0,0.0,SMS only
LN-501647,2024-04,Partner retail,Salary advance,Western,710,Prime,1062000.0,12,0.214,12,130,90+,Default,9.0,503600.0,558400.0,Field visit
LN-501648,2024-04,Branch,SME working capital,Central,646,Near-prime,4296000.0,24,0.2922,24,12,1-29,Closed,,4296000.0,0.0,SMS only
LN-501649,2024-04,Agent network,Asset finance,Eastern,578,Subprime,863000.0,12,0.3477,12,12,1-29,Closed,,863000.0,0.0,Field visit
LN-501650,2024-04,Branch,Consumer durable,Eastern,508,Subprime,879000.0,12,0.3761,12,95,90+,Default,2.0,264300.0,614700.0,Call + SMS
LN-501651,2024-04,Branch,Salary advance,Central,586,Subprime,1576000.0,9,0.3853,9,0,Current,Closed,,1576000.0,0.0,None
LN-501652,2024-04,Digital app,Salary advance,Western,599,Subprime,6022000.0,6,0.3743,6,0,Current,Closed,,6022000.0,0.0,Field visit
LN-501653,2024-04,Digital app,Consumer durable,Central,628,Near-prime,1973000.0,12,0.3236,12,0,Current,Closed,,1973000.0,0.0,SMS only
LN-501654,2024-04,Partner retail,Salary advance,Central,523,Subprime,735000.0,18,0.3552,18,65,60-89,Delinquent,3.0,92600.0,642400.0,SMS only
LN-501655,2024-04,Branch,Consumer durable,Western,667,Near-prime,1188000.0,24,0.2971,24,65,60-89,Delinquent,7.0,472200.0,715800.0,Call + SMS
LN-501656,2024-04,Agent network,Salary advance,Northern,581,Subprime,886000.0,6,0.3693,6,0,Current,Closed,,886000.0,0.0,Call + SMS
LN-501657,2024-04,Digital app,Salary advance,Central,583,Subprime,1292000.0,9,0.3957,9,0,Current,Closed,,1292000.0,0.0,Call + SMS
LN-501658,2024-04,Digital app,Salary advance,Central,605,Subprime,430000.0,24,0.3635,24,0,Current,Closed,,430000.0,0.0,Field visit
LN-501659,2024-04,Branch,Salary advance,Western,692,Near-prime,2313000.0,6,0.323,6,0,Current,Closed,,2313000.0,0.0,Call + SMS
LN-501660,2024-04,Partner retail,Salary advance,Central,633,Near-prime,1111000.0,24,0.3156,24,130,90+,Default,12.0,342500.0,768500.0,None
LN-501661,2024-04,Digital app,Salary advance,Eastern,551,Subprime,492000.0,18,0.3575,18,0,Current,Closed,,492000.0,0.0,Call + SMS
LN-501662,2024-04,Digital app,Salary advance,Eastern,668,Near-prime,2056000.0,12,0.3167,12,0,Current,Closed,,2056000.0,0.0,None
LN-501663,2024-04,Branch,SME working capital,Central,635,Near-prime,1778000.0,9,0.3063,9,0,Current,Closed,,1778000.0,0.0,SMS only
LN-501664,2024-04,Agent network,Asset finance,Northern,555,Subprime,4971000.0,6,0.3733,6,0,Current,Closed,,4971000.0,0.0,SMS only
LN-501665,2024-04,Digital app,Asset finance,Central,606,Subprime,2244000.0,6,0.3895,6,0,Current,Closed,,2244000.0,0.0,SMS only
LN-501666,2024-04,Digital app,Consumer durable,Eastern,643,Near-prime,1405000.0,9,0.3227,9,0,Current,Closed,,1405000.0,0.0,Call + SMS
LN-501667,2024-04,Agent network,Consumer durable,Central,529,Subprime,759000.0,24,0.3687,24,130,90+,Default,1.0,43000.0,716000.0,SMS only
LN-501668,2024-04,Agent network,Salary advance,Central,558,Subprime,1623000.0,24,0.3796,24,0,Current,Closed,,1623000.0,0.0,Call + SMS
LN-501669,2024-04,Digital app,Salary advance,Eastern,565,Subprime,1666000.0,6,0.3732,6,0,Current,Closed,,1666000.0,0.0,Field visit
LN-501670,2024-04,Branch,Salary advance,Central,462,Subprime,1455000.0,12,0.3579,12,0,Current,Closed,,1455000.0,0.0,Call + SMS
LN-501671,2024-04,Branch,Salary advance,Eastern,754,Prime,1500000.0,9,0.2223,9,0,Current,Closed,,1500000.0,0.0,SMS only
LN-501672,2024-04,Partner retail,Salary advance,Western,634,Near-prime,3025000.0,24,0.2976,24,0,Current,Closed,,3025000.0,0.0,SMS only
LN-501673,2024-04,Branch,Salary advance,Central,759,Prime,751000.0,18,0.2065,18,12,1-29,Closed,,751000.0,0.0,SMS only
LN-501674,2024-04,Branch,SME working capital,Central,715,Prime,1556000.0,12,0.2344,12,0,Current,Closed,,1556000.0,0.0,None
LN-501675,2024-04,Digital app,Consumer durable,Central,612,Subprime,1725000.0,12,0.3609,12,0,Current,Closed,,1725000.0,0.0,Call + SMS
LN-501676,2024-04,Agent network,Salary advance,Central,542,Subprime,3148000.0,12,0.3658,12,0,Current,Closed,,3148000.0,0.0,Call + SMS
LN-501677,2024-04,Digital app,Salary advance,Western,627,Near-prime,563000.0,12,0.3054,12,0,Current,Closed,,563000.0,0.0,Call + SMS
LN-501678,2024-05,Agent network,Consumer durable,Western,708,Prime,3132000.0,6,0.2298,6,12,1-29,Closed,,3132000.0,0.0,SMS only
LN-501679,2024-05,Branch,Asset finance,Central,738,Prime,2539000.0,12,0.2262,12,12,1-29,Closed,,2539000.0,0.0,None
LN-501680,2024-05,Agent network,Salary advance,Northern,544,Subprime,1465000.0,24,0.3693,24,0,Current,Closed,,1465000.0,0.0,None
LN-501681,2024-05,Agent network,Asset finance,Central,569,Subprime,669000.0,12,0.3458,12,65,60-89,Delinquent,4.0,171000.0,498000.0,SMS only
LN-501682,2024-05,Branch,Salary advance,Eastern,618,Subprime,633000.0,12,0.3492,12,0,Current,Closed,,633000.0,0.0,Call + SMS
LN-501683,2024-05,Digital app,SME working capital,Central,708,Prime,1118000.0,18,0.2138,18,0,Current,Closed,,1118000.0,0.0,Call + SMS
LN-501684,2024-05,Branch,Salary advance,Western,539,Subprime,1142000.0,12,0.3475,12,0,Current,Closed,,1142000.0,0.0,None
LN-501685,2024-05,Agent network,SME working capital,Western,647,Near-prime,1238000.0,12,0.3218,12,0,Current,Closed,,1238000.0,0.0,Call + SMS
LN-501686,2024-05,Agent network,SME working capital,Northern,636,Near-prime,1385000.0,9,0.3148,9,0,Current,Closed,,1385000.0,0.0,SMS only
LN-501687,2024-05,Agent network,SME working capital,Eastern,704,Prime,2862000.0,24,0.2151,24,12,1-29,Closed,,2862000.0,0.0,Call + SMS
LN-501688,2024-05,Digital app,SME working capital,Central,642,Near-prime,1788000.0,6,0.3096,6,0,Current,Closed,,1788000.0,0.0,Call + SMS
LN-501689,2024-05,Agent network,Consumer durable,Eastern,592,Subprime,2242000.0,18,0.3894,18,0,Current,Closed,,2242000.0,0.0,SMS only
LN-501690,2024-05,Agent network,Consumer durable,Western,571,Subprime,3402000.0,6,0.3682,6,0,Current,Closed,,3402000.0,0.0,Call + SMS
LN-501691,2024-05,Partner retail,Salary advance,Central,637,Near-prime,1027000.0,6,0.3089,6,0,Current,Closed,,1027000.0,0.0,Field visit
LN-501692,2024-05,Partner retail,Asset finance,Northern,539,Subprime,1435000.0,24,0.3728,24,0,Current,Closed,,1435000.0,0.0,None
LN-501693,2024-05,Partner retail,SME working capital,Central,585,Subprime,1498000.0,9,0.3657,9,12,1-29,Closed,,1498000.0,0.0,Call + SMS
LN-501694,2024-05,Digital app,SME working capital,Central,646,Near-prime,3573000.0,18,0.3247,18,0,Current,Closed,,3573000.0,0.0,Call + SMS
LN-501695,2024-05,Branch,SME working capital,Central,677,Near-prime,1790000.0,12,0.3075,12,12,1-29,Closed,,1790000.0,0.0,Call + SMS
LN-501696,2024-05,Digital app,Asset finance,Western,552,Subprime,1764000.0,9,0.3925,9,0,Current,Closed,,1764000.0,0.0,Call + SMS
LN-501697,2024-05,Branch,Asset finance,Eastern,583,Subprime,2052000.0,24,0.3946,24,0,Current,Closed,,2052000.0,0.0,None
LN-501698,2024-05,Agent network,Asset finance,Eastern,665,Near-prime,1513000.0,18,0.31,18,0,Current,Closed,,1513000.0,0.0,Field visit
LN-501699,2024-05,Agent network,Salary advance,Central,570,Subprime,1476000.0,24,0.3784,24,12,1-29,Closed,,1476000.0,0.0,Call + SMS
LN-501700,2024-05,Branch,SME working capital,Central,763,Prime,1474000.0,9,0.224,9,0,Current,Closed,,1474000.0,0.0,SMS only
LN-501701,2024-05,Agent network,SME working capital,Eastern,571,Subprime,1599000.0,12,0.3484,12,0,Current,Closed,,1599000.0,0.0,Field visit
LN-501702,2024-05,Agent network,Salary advance,Central,651,Near-prime,1478000.0,9,0.2919,9,0,Current,Closed,,1478000.0,0.0,None
LN-501703,2024-05,Digital app,SME working capital,Eastern,653,Near-prime,1265000.0,9,0.317,9,0,Current,Closed,,1265000.0,0.0,SMS only
LN-501704,2024-05,Branch,SME working capital,Central,638,Near-prime,1701000.0,12,0.3285,12,0,Current,Closed,,1701000.0,0.0,Call + SMS
LN-501705,2024-05,Agent network,Consumer durable,Central,611,Subprime,526000.0,9,0.358,9,65,60-89,Delinquent,1.0,226600.0,299400.0,SMS only
LN-501706,2024-05,Digital app,SME working capital,Central,573,Subprime,1049000.0,18,0.3914,18,0,Current,Closed,,1049000.0,0.0,SMS only
LN-501707,2024-05,Branch,Consumer durable,Western,660,Near-prime,1258000.0,6,0.3231,6,0,Current,Closed,,1258000.0,0.0,Field visit
LN-501708,2024-05,Agent network,SME working capital,Northern,663,Near-prime,3218000.0,12,0.3008,12,0,Current,Closed,,3218000.0,0.0,Field visit
LN-501709,2024-05,Digital app,Salary advance,Central,663,Near-prime,3175000.0,18,0.3197,18,0,Current,Closed,,3175000.0,0.0,SMS only
LN-501710,2024-05,Agent network,SME working capital,Eastern,539,Subprime,2682000.0,24,0.3706,24,12,1-29,Closed,,2682000.0,0.0,SMS only
LN-501711,2024-05,Digital app,Consumer durable,Western,655,Near-prime,1617000.0,9,0.2996,9,0,Current,Closed,,1617000.0,0.0,Field visit
LN-501712,2024-05,Digital app,Consumer durable,Northern,717,Prime,1671000.0,12,0.2266,12,0,Current,Closed,,1671000.0,0.0,SMS only
LN-501713,2024-05,Agent network,Salary advance,Western,548,Subprime,1536000.0,12,0.3812,12,68,60-89,Closed,,1536000.0,0.0,Call + SMS
LN-501714,2024-05,Digital app,Salary advance,Central,810,Prime,921000.0,9,0.2119,9,0,Current,Closed,,921000.0,0.0,None
LN-501715,2024-05,Digital app,Asset finance,Northern,636,Near-prime,1641000.0,12,0.3115,12,0,Current,Closed,,1641000.0,0.0,SMS only
LN-501716,2024-05,Digital app,Asset finance,Northern,704,Prime,1203000.0,24,0.2076,24,0,Current,Closed,,1203000.0,0.0,Field visit
LN-501717,2024-05,Digital app,SME working capital,Central,603,Subprime,811000.0,18,0.3591,18,0,Current,Closed,,811000.0,0.0,SMS only
LN-501718,2024-05,Digital app,Salary advance,Central,639,Near-prime,631000.0,18,0.2906,18,35,30-59,Delinquent,4.0,343900.0,287100.0,Call + SMS
LN-501719,2024-05,Digital app,Asset finance,Western,755,Prime,935000.0,9,0.2136,9,0,Current,Closed,,935000.0,0.0,Call + SMS
LN-501720,2024-05,Agent network,Salary advance,Central,750,Prime,2105000.0,6,0.212,6,0,Current,Closed,,2105000.0,0.0,SMS only
LN-501721,2024-05,Digital app,Consumer durable,Central,579,Subprime,2309000.0,9,0.3731,9,0,Current,Closed,,2309000.0,0.0,Call + SMS
LN-501722,2024-05,Digital app,Salary advance,Eastern,664,Near-prime,2056000.0,12,0.3206,12,0,Current,Closed,,2056000.0,0.0,SMS only
LN-501723,2024-05,Agent network,Asset finance,Western,601,Subprime,679000.0,24,0.387,24,0,Current,Closed,,679000.0,0.0,Call + SMS
LN-501724,2024-05,Agent network,Consumer durable,Central,552,Subprime,728000.0,9,0.3799,9,0,Current,Closed,,728000.0,0.0,SMS only
LN-501725,2024-05,Agent network,Salary advance,Central,594,Subprime,681000.0,12,0.3941,12,0,Current,Closed,,681000.0,0.0,SMS only
LN-501726,2024-05,Digital app,Asset finance,Western,589,Subprime,1182000.0,9,0.3448,9,0,Current,Closed,,1182000.0,0.0,None
LN-501727,2024-05,Agent network,Consumer durable,Western,461,Subprime,480000.0,24,0.3735,24,0,Current,Closed,,480000.0,0.0,Call + SMS
LN-501728,2024-05,Branch,Salary advance,Eastern,569,Subprime,1564000.0,9,0.3561,9,12,1-29,Closed,,1564000.0,0.0,SMS only
LN-501729,2024-05,Digital app,Salary advance,Central,647,Near-prime,2193000.0,24,0.2998,24,0,Current,Closed,,2193000.0,0.0,Field visit
LN-501730,2024-05,Agent network,SME working capital,Northern,618,Subprime,855000.0,6,0.3905,6,0,Current,Closed,,855000.0,0.0,Call + SMS
LN-501731,2024-05,Partner retail,Asset finance,Central,542,Subprime,556000.0,24,0.3789,24,0,Current,Closed,,556000.0,0.0,Call + SMS
LN-501732,2024-05,Digital app,SME working capital,Northern,592,Subprime,2213000.0,12,0.3745,12,0,Current,Closed,,2213000.0,0.0,Call + SMS
LN-501733,2024-05,Agent network,Salary advance,Central,584,Subprime,1059000.0,24,0.3479,24,0,Current,Closed,,1059000.0,0.0,None
LN-501734,2024-05,Digital app,SME working capital,Eastern,690,Near-prime,1847000.0,18,0.3145,18,0,Current,Closed,,1847000.0,0.0,SMS only
LN-501735,2024-05,Digital app,Consumer durable,Central,599,Subprime,2390000.0,6,0.3487,6,0,Current,Closed,,2390000.0,0.0,SMS only
LN-501736,2024-05,Digital app,SME working capital,Eastern,630,Near-prime,1279000.0,12,0.3077,12,0,Current,Closed,,1279000.0,0.0,SMS only
LN-501737,2024-05,Digital app,Consumer durable,Central,631,Near-prime,3069000.0,12,0.3047,12,0,Current,Closed,,3069000.0,0.0,Call + SMS
LN-501738,2024-05,Branch,Salary advance,Eastern,617,Subprime,1028000.0,18,0.3784,18,0,Current,Closed,,1028000.0,0.0,Call + SMS
LN-501739,2024-05,Branch,Asset finance,Eastern,585,Subprime,1335000.0,12,0.348,12,0,Current,Closed,,1335000.0,0.0,None
LN-501740,2024-05,Branch,Asset finance,Central,634,Near-prime,2370000.0,12,0.3023,12,0,Current,Closed,,2370000.0,0.0,None
LN-501741,2024-05,Agent network,Salary advance,Central,610,Subprime,1052000.0,18,0.3689,18,12,1-29,Closed,,1052000.0,0.0,Call + SMS
LN-501742,2024-05,Branch,SME working capital,Central,558,Subprime,2317000.0,6,0.3667,6,0,Current,Closed,,2317000.0,0.0,SMS only
LN-501743,2024-05,Partner retail,Salary advance,Central,744,Prime,2086000.0,18,0.2061,18,0,Current,Closed,,2086000.0,0.0,SMS only
LN-501744,2024-05,Digital app,Asset finance,Western,729,Prime,1038000.0,24,0.2059,24,0,Current,Closed,,1038000.0,0.0,SMS only
LN-501745,2024-05,Branch,Consumer durable,Central,559,Subprime,1498000.0,12,0.3625,12,35,30-59,Delinquent,2.0,128800.0,1369200.0,SMS only
LN-501746,2024-05,Digital app,SME working capital,Western,600,Subprime,2199000.0,24,0.3639,24,0,Current,Closed,,2199000.0,0.0,Field visit
LN-501747,2024-05,Digital app,Consumer durable,Western,626,Near-prime,571000.0,18,0.3138,18,0,Current,Closed,,571000.0,0.0,Call + SMS
LN-501748,2024-05,Digital app,Consumer durable,Central,613,Subprime,3375000.0,12,0.352,12,0,Current,Closed,,3375000.0,0.0,Field visit
LN-501749,2024-05,Agent network,SME working capital,Eastern,561,Subprime,1246000.0,24,0.3549,24,0,Current,Closed,,1246000.0,0.0,Call + SMS
LN-501750,2024-05,Agent network,Consumer durable,Central,614,Subprime,1183000.0,18,0.3847,18,0,Current,Closed,,1183000.0,0.0,Field visit
LN-501751,2024-05,Partner retail,Salary advance,Northern,687,Near-prime,1208000.0,12,0.3182,12,0,Current,Closed,,1208000.0,0.0,None
LN-501752,2024-05,Agent network,Asset finance,Western,659,Near-prime,1742000.0,18,0.2921,18,0,Current,Closed,,1742000.0,0.0,SMS only
LN-501753,2024-05,Agent network,Salary advance,Central,492,Subprime,1659000.0,12,0.39,12,0,Current,Closed,,1659000.0,0.0,None
LN-501754,2024-05,Agent network,SME working capital,Central,525,Subprime,3930000.0,9,0.3524,9,0,Current,Closed,,3930000.0,0.0,Call + SMS
LN-501755,2024-05,Branch,Salary advance,Western,641,Near-prime,1163000.0,24,0.3,24,0,Current,Closed,,1163000.0,0.0,Call + SMS
LN-501756,2024-05,Digital app,SME working capital,Western,694,Near-prime,990000.0,24,0.3109,24,0,Current,Closed,,990000.0,0.0,SMS only
LN-501757,2024-05,Branch,Salary advance,Central,618,Subprime,598000.0,12,0.3732,12,0,Current,Closed,,598000.0,0.0,SMS only
LN-501758,2024-05,Digital app,Asset finance,Western,756,Prime,1405000.0,6,0.2101,6,0,Current,Closed,,1405000.0,0.0,Field visit
LN-501759,2024-05,Agent network,Salary advance,Central,731,Prime,1336000.0,6,0.2066,6,130,90+,Default,6.0,365100.0,970900.0,None
LN-501760,2024-05,Partner retail,Salary advance,Northern,728,Prime,1611000.0,6,0.2152,6,65,60-89,Delinquent,6.0,292200.0,1318800.0,None
LN-501761,2024-05,Branch,Salary advance,Central,680,Near-prime,3047000.0,12,0.3302,12,0,Current,Closed,,3047000.0,0.0,Call + SMS
LN-501762,2024-05,Agent network,Salary advance,Central,481,Subprime,732000.0,9,0.3518,9,0,Current,Closed,,732000.0,0.0,SMS only
LN-501763,2024-05,Agent network,Salary advance,Eastern,602,Subprime,1239000.0,6,0.3849,6,0,Current,Closed,,1239000.0,0.0,None
LN-501764,2024-05,Agent network,Salary advance,Central,472,Subprime,1443000.0,6,0.3682,6,95,90+,Default,4.0,112000.0,1331000.0,SMS only
LN-501765,2024-05,Agent network,SME working capital,Northern,668,Near-prime,1371000.0,6,0.2939,6,0,Current,Closed,,1371000.0,0.0,SMS only
LN-501766,2024-05,Agent network,SME working capital,Central,507,Subprime,3269000.0,24,0.3913,24,0,Current,Closed,,3269000.0,0.0,Call + SMS
LN-501767,2024-05,Digital app,Asset finance,Central,507,Subprime,3894000.0,9,0.3487,9,0,Current,Closed,,3894000.0,0.0,Field visit
LN-501768,2024-05,Branch,Salary advance,Central,565,Subprime,2875000.0,24,0.3553,24,65,60-89,Delinquent,8.0,384500.0,2490500.0,Call + SMS
LN-501769,2024-05,Agent network,Salary advance,Western,529,Subprime,2057000.0,18,0.349,18,0,Current,Closed,,2057000.0,0.0,SMS only
LN-501770,2024-05,Digital app,Consumer durable,Central,744,Prime,1016000.0,18,0.2208,18,0,Current,Closed,,1016000.0,0.0,None
LN-501771,2024-05,Branch,SME working capital,Eastern,495,Subprime,1640000.0,24,0.3763,24,0,Current,Closed,,1640000.0,0.0,None
LN-501772,2024-05,Agent network,Asset finance,Western,462,Subprime,958000.0,24,0.3711,24,0,Current,Closed,,958000.0,0.0,Call + SMS
LN-501773,2024-05,Agent network,SME working capital,Central,558,Subprime,1042000.0,12,0.3471,12,0,Current,Closed,,1042000.0,0.0,Call + SMS
LN-501774,2024-05,Partner retail,SME working capital,Central,628,Near-prime,3530000.0,12,0.3078,12,0,Current,Closed,,3530000.0,0.0,Call + SMS
LN-501775,2024-05,Partner retail,Consumer durable,Northern,590,Subprime,908000.0,12,0.3488,12,0,Current,Closed,,908000.0,0.0,SMS only
LN-501776,2024-05,Branch,Salary advance,Western,661,Near-prime,1187000.0,18,0.2942,18,0,Current,Closed,,1187000.0,0.0,SMS only
LN-501777,2024-05,Branch,Salary advance,Northern,630,Near-prime,934000.0,24,0.3051,24,0,Current,Closed,,934000.0,0.0,Field visit
LN-501778,2024-05,Agent network,SME working capital,Central,614,Subprime,808000.0,24,0.3778,24,65,60-89,Delinquent,8.0,68500.0,739500.0,Call + SMS
LN-501779,2024-05,Branch,Salary advance,Central,593,Subprime,1444000.0,12,0.3659,12,0,Current,Closed,,1444000.0,0.0,None
LN-501780,2024-05,Agent network,SME working capital,Central,547,Subprime,1192000.0,9,0.36,9,0,Current,Closed,,1192000.0,0.0,SMS only
LN-501781,2024-05,Branch,SME working capital,Eastern,549,Subprime,1590000.0,9,0.38,9,0,Current,Closed,,1590000.0,0.0,Call + SMS
LN-501782,2024-05,Agent network,Salary advance,Eastern,667,Near-prime,3648000.0,6,0.327,6,0,Current,Closed,,3648000.0,0.0,Call + SMS
LN-501783,2024-05,Agent network,Salary advance,Central,572,Subprime,3950000.0,6,0.3512,6,0,Current,Closed,,3950000.0,0.0,Call + SMS
LN-501784,2024-05,Digital app,Salary advance,Eastern,742,Prime,1718000.0,9,0.2277,9,0,Current,Closed,,1718000.0,0.0,SMS only
LN-501785,2024-05,Branch,Consumer durable,Central,674,Near-prime,1520000.0,9,0.2975,9,0,Current,Closed,,1520000.0,0.0,Field visit
LN-501786,2024-05,Agent network,Salary advance,Northern,637,Near-prime,853000.0,18,0.3044,18,0,Current,Closed,,853000.0,0.0,None
LN-501787,2024-05,Digital app,Asset finance,Western,619,Subprime,980000.0,12,0.3654,12,0,Current,Closed,,980000.0,0.0,Field visit
LN-501788,2024-05,Agent network,Salary advance,Central,582,Subprime,1339000.0,24,0.3706,24,0,Current,Closed,,1339000.0,0.0,SMS only
LN-501789,2024-05,Branch,Salary advance,Central,628,Near-prime,2534000.0,6,0.2898,6,12,1-29,Closed,,2534000.0,0.0,SMS only
LN-501790,2024-05,Branch,Salary advance,Central,664,Near-prime,802000.0,9,0.3301,9,38,30-59,Closed,,802000.0,0.0,Call + SMS
LN-501791,2024-05,Partner retail,Salary advance,Central,520,Subprime,1730000.0,12,0.3795,12,0,Current,Closed,,1730000.0,0.0,Field visit
LN-501792,2024-05,Branch,Consumer durable,Central,712,Prime,2282000.0,9,0.2343,9,0,Current,Closed,,2282000.0,0.0,Call + SMS
LN-501793,2024-05,Agent network,Asset finance,Western,603,Subprime,1143000.0,18,0.3827,18,0,Current,Closed,,1143000.0,0.0,SMS only
LN-501794,2024-05,Digital app,Asset finance,Northern,586,Subprime,764000.0,18,0.3687,18,95,90+,Default,6.0,246200.0,517800.0,None
LN-501795,2024-05,Digital app,Asset finance,Central,647,Near-prime,1708000.0,12,0.3267,12,130,90+,Default,6.0,914300.0,793700.0,Call + SMS
LN-501796,2024-05,Agent network,Salary advance,Eastern,648,Near-prime,3060000.0,18,0.2923,18,0,Current,Closed,,3060000.0,0.0,Field visit
LN-501797,2024-05,Branch,Consumer durable,Eastern,671,Near-prime,2072000.0,12,0.3024,12,0,Current,Closed,,2072000.0,0.0,SMS only
LN-501798,2024-05,Digital app,Asset finance,Central,588,Subprime,1346000.0,6,0.3494,6,0,Current,Closed,,1346000.0,0.0,Call + SMS
LN-501799,2024-05,Agent network,Asset finance,Western,677,Near-prime,2020000.0,12,0.2934,12,0,Current,Closed,,2020000.0,0.0,SMS only
LN-501800,2024-05,Digital app,Salary advance,Central,657,Near-prime,1081000.0,12,0.3198,12,0,Current,Closed,,1081000.0,0.0,SMS only
LN-501801,2024-05,Digital app,Consumer durable,Central,739,Prime,1088000.0,6,0.2266,6,0,Current,Closed,,1088000.0,0.0,Call + SMS
LN-501802,2024-05,Agent network,Asset finance,Northern,471,Subprime,983000.0,6,0.3588,6,38,30-59,Closed,,983000.0,0.0,None
LN-501803,2024-05,Agent network,Salary advance,Central,675,Near-prime,2935000.0,18,0.324,18,12,1-29,Closed,,2935000.0,0.0,SMS only
LN-501804,2024-05,Agent network,SME working capital,Eastern,559,Subprime,1733000.0,12,0.3593,12,0,Current,Closed,,1733000.0,0.0,SMS only
LN-501805,2024-05,Agent network,Salary advance,Central,568,Subprime,4391000.0,12,0.3631,12,0,Current,Closed,,4391000.0,0.0,None
LN-501806,2024-05,Agent network,SME working capital,Eastern,563,Subprime,1437000.0,9,0.373,9,0,Current,Closed,,1437000.0,0.0,None
LN-501807,2024-05,Partner retail,Salary advance,Eastern,546,Subprime,966000.0,6,0.3866,6,0,Current,Closed,,966000.0,0.0,SMS only
LN-501808,2024-05,Digital app,Consumer durable,Central,622,Near-prime,900000.0,6,0.3272,6,35,30-59,Delinquent,6.0,349700.0,550300.0,Call + SMS
LN-501809,2024-05,Digital app,Salary advance,Western,643,Near-prime,1583000.0,9,0.3315,9,0,Current,Closed,,1583000.0,0.0,None
LN-501810,2024-05,Branch,Asset finance,Eastern,781,Prime,6671000.0,9,0.2192,9,65,60-89,Delinquent,3.0,1811200.0,4859800.0,None
LN-501811,2024-05,Digital app,Salary advance,Central,587,Subprime,1524000.0,18,0.3579,18,0,Current,Closed,,1524000.0,0.0,SMS only
LN-501812,2024-05,Branch,Asset finance,Western,624,Near-prime,2766000.0,12,0.3312,12,0,Current,Closed,,2766000.0,0.0,Field visit
LN-501813,2024-05,Digital app,Consumer durable,Central,547,Subprime,1358000.0,24,0.3821,24,0,Current,Closed,,1358000.0,0.0,Call + SMS
LN-501814,2024-05,Partner retail,Salary advance,Western,691,Near-prime,955000.0,9,0.3265,9,0,Current,Closed,,955000.0,0.0,Call + SMS
LN-501815,2024-05,Digital app,SME working capital,Western,698,Near-prime,1580000.0,9,0.2934,9,0,Current,Closed,,1580000.0,0.0,SMS only
LN-501816,2024-05,Branch,Asset finance,Central,604,Subprime,2576000.0,6,0.3918,6,0,Current,Closed,,2576000.0,0.0,SMS only
LN-501817,2024-05,Branch,Consumer durable,Eastern,601,Subprime,2096000.0,12,0.3563,12,12,1-29,Closed,,2096000.0,0.0,Call + SMS
LN-501818,2024-05,Digital app,Salary advance,Central,570,Subprime,1179000.0,12,0.3746,12,0,Current,Closed,,1179000.0,0.0,Call + SMS
LN-501819,2024-05,Agent network,Asset finance,Central,449,Subprime,2072000.0,12,0.3945,12,0,Current,Closed,,2072000.0,0.0,None
